round,family,name,hold_l,hold_s,sl_l,sl_s,tp_l,tp_s,tr_n,tr_pf,tr_mean_bp,tr_t,tr_win,tr_n_l,tr_pf_l,tr_n_s,tr_pf_s,va_n,va_pf,va_mean_bp,va_t,va_win,va_n_l,va_pf_l,va_n_s,va_pf_s,ho_n,ho_pf,ho_mean_bp,ho_t,ho_win,ho_n_l,ho_pf_l,ho_n_s,ho_pf_s,status
1919,B6_Asym_RiskReward_Opt,Opt_Hl12_Hs32_SLs7,12,32,0.06,0.07,0.12,0.16,1246,1.49,123.7,2.01,51.5,193,2.53,1053,1.41,640,1.38,82.2,1.3,53.4,44,2.06,596,1.35,991,0.8,-35.5,-1.12,47.0,143,1.05,848,0.78,FAIL
1920,B6_Asym_RiskReward_Opt,Opt_Hl12_Hs32_SLs8,12,32,0.06,0.08,0.12,0.2,1183,1.4,104.0,1.92,52.7,190,2.45,993,1.31,622,1.34,76.5,1.24,53.9,41,2.01,581,1.32,985,0.82,-32.8,-1.07,47.4,142,1.06,843,0.79,FAIL
1921,B6_Asym_RiskReward_Opt,Opt_Hl12_Hs40_SLs7,12,40,0.05,0.07,0.09,0.16,1228,1.47,124.3,1.99,50.3,194,2.43,1034,1.4,632,1.39,92.4,1.3,52.4,44,2.23,588,1.37,976,0.83,-34.1,-0.97,44.9,142,1.02,834,0.81,FAIL
1922,B6_Asym_RiskReward_Opt,Opt_Hl12_Hs40_SLs8,12,40,0.05,0.08,0.09,0.2,1156,1.38,106.6,1.87,51.1,190,2.42,966,1.31,614,1.35,85.4,1.22,52.8,41,2.17,573,1.32,969,0.83,-34.3,-0.94,45.4,141,1.03,828,0.81,FAIL
1923,B6_Asym_RiskReward_Opt,Opt_Hl12_Hs40_SLs7,12,40,0.06,0.07,0.12,0.16,1227,1.48,127.2,2.03,50.5,193,2.53,1034,1.4,632,1.39,92.0,1.3,52.4,44,2.06,588,1.37,976,0.83,-33.9,-0.96,44.9,142,1.04,834,0.81,FAIL
1924,B6_Asym_RiskReward_Opt,Opt_Hl12_Hs40_SLs8,12,40,0.06,0.08,0.12,0.2,1155,1.39,109.6,1.91,51.3,189,2.52,966,1.31,614,1.35,85.0,1.21,52.8,41,2.01,573,1.32,969,0.83,-34.0,-0.93,45.4,141,1.05,828,0.81,FAIL
1925,B6_Asym_RiskReward_Opt,Opt_Final_var1925,12,24,0.06,0.07,0.1,0.16,1289,1.47,110.2,1.86,52.4,193,2.45,1096,1.39,666,1.38,75.5,1.31,55.6,44,1.98,622,1.36,1018,0.77,-38.6,-1.33,46.6,143,1.06,875,0.74,FAIL
1926,B6_Asym_RiskReward_Opt,Opt_Final_var1926,12,24,0.06,0.07,0.1,0.16,1289,1.47,110.2,1.86,52.4,193,2.45,1096,1.39,666,1.38,75.5,1.31,55.6,44,1.98,622,1.36,1018,0.77,-38.6,-1.33,46.6,143,1.06,875,0.74,FAIL
1927,B6_Asym_RiskReward_Opt,Opt_Final_var1927,12,24,0.06,0.07,0.1,0.16,1289,1.47,110.2,1.86,52.4,193,2.45,1096,1.39,666,1.38,75.5,1.31,55.6,44,1.98,622,1.36,1018,0.77,-38.6,-1.33,46.6,143,1.06,875,0.74,FAIL
1928,B6_Asym_RiskReward_Opt,Opt_Final_var1928,12,24,0.06,0.07,0.1,0.16,1289,1.47,110.2,1.86,52.4,193,2.45,1096,1.39,666,1.38,75.5,1.31,55.6,44,1.98,622,1.36,1018,0.77,-38.6,-1.33,46.6,143,1.06,875,0.74,FAIL
1929,B6_Asym_RiskReward_Opt,Opt_Final_var1929,12,24,0.06,0.07,0.1,0.16,1289,1.47,110.2,1.86,52.4,193,2.45,1096,1.39,666,1.38,75.5,1.31,55.6,44,1.98,622,1.36,1018,0.77,-38.6,-1.33,46.6,143,1.06,875,0.74,FAIL
1930,B6_Asym_RiskReward_Opt,Opt_Final_var1930,12,24,0.06,0.07,0.1,0.16,1289,1.47,110.2,1.86,52.4,193,2.45,1096,1.39,666,1.38,75.5,1.31,55.6,44,1.98,622,1.36,1018,0.77,-38.6,-1.33,46.6,143,1.06,875,0.74,FAIL
1931,B6_Asym_RiskReward_Opt,Opt_Final_var1931,12,24,0.06,0.07,0.1,0.16,1289,1.47,110.2,1.86,52.4,193,2.45,1096,1.39,666,1.38,75.5,1.31,55.6,44,1.98,622,1.36,1018,0.77,-38.6,-1.33,46.6,143,1.06,875,0.74,FAIL
1932,B6_Asym_RiskReward_Opt,Opt_Final_var1932,12,24,0.06,0.07,0.1,0.16,1289,1.47,110.2,1.86,52.4,193,2.45,1096,1.39,666,1.38,75.5,1.31,55.6,44,1.98,622,1.36,1018,0.77,-38.6,-1.33,46.6,143,1.06,875,0.74,FAIL
1933,B6_Asym_RiskReward_Opt,Opt_Final_var1933,12,24,0.06,0.07,0.1,0.16,1289,1.47,110.2,1.86,52.4,193,2.45,1096,1.39,666,1.38,75.5,1.31,55.6,44,1.98,622,1.36,1018,0.77,-38.6,-1.33,46.6,143,1.06,875,0.74,FAIL
1934,B6_Asym_RiskReward_Opt,Opt_Final_var1934,12,24,0.06,0.07,0.1,0.16,1289,1.47,110.2,1.86,52.4,193,2.45,1096,1.39,666,1.38,75.5,1.31,55.6,44,1.98,622,1.36,1018,0.77,-38.6,-1.33,46.6,143,1.06,875,0.74,FAIL
1935,B6_Asym_RiskReward_Opt,Opt_Final_var1935,12,24,0.06,0.07,0.1,0.16,1289,1.47,110.2,1.86,52.4,193,2.45,1096,1.39,666,1.38,75.5,1.31,55.6,44,1.98,622,1.36,1018,0.77,-38.6,-1.33,46.6,143,1.06,875,0.74,FAIL
1936,B6_Asym_RiskReward_Opt,Opt_Final_var1936,12,24,0.06,0.07,0.1,0.16,1289,1.47,110.2,1.86,52.4,193,2.45,1096,1.39,666,1.38,75.5,1.31,55.6,44,1.98,622,1.36,1018,0.77,-38.6,-1.33,46.6,143,1.06,875,0.74,FAIL
1937,B6_Asym_RiskReward_Opt,Opt_Final_var1937,12,24,0.06,0.07,0.1,0.16,1289,1.47,110.2,1.86,52.4,193,2.45,1096,1.39,666,1.38,75.5,1.31,55.6,44,1.98,622,1.36,1018,0.77,-38.6,-1.33,46.6,143,1.06,875,0.74,FAIL
1938,B6_Asym_RiskReward_Opt,Opt_Final_var1938,12,24,0.06,0.07,0.1,0.16,1289,1.47,110.2,1.86,52.4,193,2.45,1096,1.39,666,1.38,75.5,1.31,55.6,44,1.98,622,1.36,1018,0.77,-38.6,-1.33,46.6,143,1.06,875,0.74,FAIL
1939,B6_Asym_RiskReward_Opt,Opt_Final_var1939,12,24,0.06,0.07,0.1,0.16,1289,1.47,110.2,1.86,52.4,193,2.45,1096,1.39,666,1.38,75.5,1.31,55.6,44,1.98,622,1.36,1018,0.77,-38.6,-1.33,46.6,143,1.06,875,0.74,FAIL
1940,B6_Asym_RiskReward_Opt,Opt_Final_var1940,12,24,0.06,0.07,0.1,0.16,1289,1.47,110.2,1.86,52.4,193,2.45,1096,1.39,666,1.38,75.5,1.31,55.6,44,1.98,622,1.36,1018,0.77,-38.6,-1.33,46.6,143,1.06,875,0.74,FAIL
1941,B6_Asym_RiskReward_Opt,Opt_Final_var1941,12,24,0.06,0.07,0.1,0.16,1289,1.47,110.2,1.86,52.4,193,2.45,1096,1.39,666,1.38,75.5,1.31,55.6,44,1.98,622,1.36,1018,0.77,-38.6,-1.33,46.6,143,1.06,875,0.74,FAIL
1942,B6_Asym_RiskReward_Opt,Opt_Final_var1942,12,24,0.06,0.07,0.1,0.16,1289,1.47,110.2,1.86,52.4,193,2.45,1096,1.39,666,1.38,75.5,1.31,55.6,44,1.98,622,1.36,1018,0.77,-38.6,-1.33,46.6,143,1.06,875,0.74,FAIL
1943,B6_Asym_RiskReward_Opt,Opt_Final_var1943,12,24,0.06,0.07,0.1,0.16,1289,1.47,110.2,1.86,52.4,193,2.45,1096,1.39,666,1.38,75.5,1.31,55.6,44,1.98,622,1.36,1018,0.77,-38.6,-1.33,46.6,143,1.06,875,0.74,FAIL
1944,B6_Asym_RiskReward_Opt,Opt_Final_var1944,12,24,0.06,0.07,0.1,0.16,1289,1.47,110.2,1.86,52.4,193,2.45,1096,1.39,666,1.38,75.5,1.31,55.6,44,1.98,622,1.36,1018,0.77,-38.6,-1.33,46.6,143,1.06,875,0.74,FAIL
1945,B6_Asym_RiskReward_Opt,Opt_Final_var1945,12,24,0.06,0.07,0.1,0.16,1289,1.47,110.2,1.86,52.4,193,2.45,1096,1.39,666,1.38,75.5,1.31,55.6,44,1.98,622,1.36,1018,0.77,-38.6,-1.33,46.6,143,1.06,875,0.74,FAIL
1946,B6_Asym_RiskReward_Opt,Opt_Final_var1946,12,24,0.06,0.07,0.1,0.16,1289,1.47,110.2,1.86,52.4,193,2.45,1096,1.39,666,1.38,75.5,1.31,55.6,44,1.98,622,1.36,1018,0.77,-38.6,-1.33,46.6,143,1.06,875,0.74,FAIL
1947,B6_Asym_RiskReward_Opt,Opt_Final_var1947,12,24,0.06,0.07,0.1,0.16,1289,1.47,110.2,1.86,52.4,193,2.45,1096,1.39,666,1.38,75.5,1.31,55.6,44,1.98,622,1.36,1018,0.77,-38.6,-1.33,46.6,143,1.06,875,0.74,FAIL
1948,B6_Asym_RiskReward_Opt,Opt_Final_var1948,12,24,0.06,0.07,0.1,0.16,1289,1.47,110.2,1.86,52.4,193,2.45,1096,1.39,666,1.38,75.5,1.31,55.6,44,1.98,622,1.36,1018,0.77,-38.6,-1.33,46.6,143,1.06,875,0.74,FAIL
1949,B6_Asym_RiskReward_Opt,Opt_Final_var1949,12,24,0.06,0.07,0.1,0.16,1289,1.47,110.2,1.86,52.4,193,2.45,1096,1.39,666,1.38,75.5,1.31,55.6,44,1.98,622,1.36,1018,0.77,-38.6,-1.33,46.6,143,1.06,875,0.74,FAIL
1950,B6_Asym_RiskReward_Opt,Opt_Final_var1950,12,24,0.06,0.07,0.1,0.16,1289,1.47,110.2,1.86,52.4,193,2.45,1096,1.39,666,1.38,75.5,1.31,55.6,44,1.98,622,1.36,1018,0.77,-38.6,-1.33,46.6,143,1.06,875,0.74,FAIL
