fw,id,name,tr_n,tr_pf,tr_mean,tr_t,va_n,va_pf,va_mean,va_t,tr_pd,va_pd,std,rel,tr_only_rel
engine200,482,Liq Flush drop<-10% rsi<22 H=12,1,0.0,-738.51,-738509854258.71,0,0.0,0.0,0.0,0.003663003663003663,0.0,False,False,False
engine200,483,Liq Flush drop<-10% rsi<22 H=18,1,0.0,-738.51,-738509854258.71,0,0.0,0.0,0.0,0.003663003663003663,0.0,False,False,False
engine200,484,Liq Flush drop<-10% rsi<25 H=6,2,0.441,-532.89,-0.39,0,0.0,0.0,0.0,0.007326007326007326,0.0,False,False,False
engine200,485,Liq Flush drop<-10% rsi<25 H=12,1,0.0,-738.51,-738509854258.71,0,0.0,0.0,0.0,0.003663003663003663,0.0,False,False,False
engine200,486,Liq Flush drop<-10% rsi<25 H=18,1,0.0,-738.51,-738509854258.71,0,0.0,0.0,0.0,0.003663003663003663,0.0,False,False,False
engine200,487,Liq Flush drop<-10% rsi<28 H=6,2,0.441,-532.89,-0.39,0,0.0,0.0,0.0,0.007326007326007326,0.0,False,False,False
engine200,488,Liq Flush drop<-10% rsi<28 H=12,1,0.0,-738.51,-738509854258.71,0,0.0,0.0,0.0,0.003663003663003663,0.0,False,False,False
engine200,489,Liq Flush drop<-10% rsi<28 H=18,1,0.0,-738.51,-738509854258.71,0,0.0,0.0,0.0,0.003663003663003663,0.0,False,False,False
engine200,490,Liq Flush drop<-15% rsi<22 H=6,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,491,Liq Flush drop<-15% rsi<22 H=12,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,492,Liq Flush drop<-15% rsi<22 H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,493,Liq Flush drop<-15% rsi<25 H=6,1,999.0,840.67,840670370802.7,0,0.0,0.0,0.0,0.003663003663003663,0.0,False,False,False
engine200,494,Liq Flush drop<-15% rsi<25 H=12,1,999.0,1754.25,1754250659246.28,0,0.0,0.0,0.0,0.003663003663003663,0.0,False,False,False
engine200,495,Liq Flush drop<-15% rsi<25 H=18,1,999.0,2339.79,2339788516415.81,0,0.0,0.0,0.0,0.003663003663003663,0.0,False,False,False
engine200,496,ShortSqueeze oi>8% fr<-0.0002 H=18,6,1.101,15.17,0.09,1,999.0,626.71,626707668225.95,0.02197802197802198,0.011111111111111112,False,False,False
engine200,497,ShortSqueeze oi>8% fr<-0.0002 H=24,6,1.145,32.02,0.13,1,999.0,632.06,632057663403.42,0.02197802197802198,0.011111111111111112,False,False,False
engine200,498,ShortSqueeze oi>8% fr<-0.0004 H=18,4,0.439,-126.39,-0.58,0,0.0,0.0,0.0,0.014652014652014652,0.0,False,False,False
engine200,499,ShortSqueeze oi>8% fr<-0.0004 H=24,4,0.218,-258.46,-1.25,0,0.0,0.0,0.0,0.014652014652014652,0.0,False,False,False
engine200,500,ShortSqueeze oi>8% fr<-0.0006 H=18,3,1.583,48.65,0.27,0,0.0,0.0,0.0,0.01098901098901099,0.0,False,False,False
engine200,501,ShortSqueeze oi>8% fr<-0.0006 H=24,3,0.449,-117.84,-0.55,0,0.0,0.0,0.0,0.01098901098901099,0.0,False,False,False
engine200,502,ShortSqueeze oi>12% fr<-0.0002 H=18,5,0.952,-10.1,-0.05,1,999.0,626.71,626707668225.95,0.018315018315018316,0.011111111111111112,False,False,False
engine200,503,ShortSqueeze oi>12% fr<-0.0002 H=24,5,1.23,56.66,0.19,1,999.0,632.06,632057663403.42,0.018315018315018316,0.011111111111111112,False,False,False
engine200,504,ShortSqueeze oi>12% fr<-0.0004 H=18,3,0.38,-215.7,-0.68,0,0.0,0.0,0.0,0.01098901098901099,0.0,False,False,False
engine200,505,ShortSqueeze oi>12% fr<-0.0004 H=24,3,0.234,-314.21,-1.03,0,0.0,0.0,0.0,0.01098901098901099,0.0,False,False,False
engine200,506,ShortSqueeze oi>12% fr<-0.0006 H=18,2,1.011,2.21,0.01,0,0.0,0.0,0.0,0.007326007326007326,0.0,False,False,False
engine200,507,ShortSqueeze oi>12% fr<-0.0006 H=24,2,0.524,-131.15,-0.31,0,0.0,0.0,0.0,0.007326007326007326,0.0,False,False,False
engine200,508,ShortSqueeze oi>15% fr<-0.0002 H=18,4,1.532,86.17,0.34,1,999.0,626.71,626707668225.95,0.014652014652014652,0.011111111111111112,False,False,False
engine200,509,ShortSqueeze oi>15% fr<-0.0002 H=24,4,2.19,205.68,0.61,1,999.0,632.06,632057663403.42,0.014652014652014652,0.011111111111111112,False,False,False
engine200,510,ShortSqueeze oi>15% fr<-0.0004 H=18,2,0.611,-125.96,-0.24,0,0.0,0.0,0.0,0.007326007326007326,0.0,False,False,False
engine200,511,LongSqueeze oi>8% fr>0.0003 H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,512,LongSqueeze oi>8% fr>0.0003 H=24,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,513,LongSqueeze oi>8% fr>0.0005 H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,514,LongSqueeze oi>8% fr>0.0005 H=24,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,515,LongSqueeze oi>8% fr>0.0008 H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,516,LongSqueeze oi>8% fr>0.0008 H=24,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,517,LongSqueeze oi>12% fr>0.0003 H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,518,LongSqueeze oi>12% fr>0.0003 H=24,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,519,LongSqueeze oi>12% fr>0.0005 H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,520,LongSqueeze oi>12% fr>0.0005 H=24,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,521,LongSqueeze oi>12% fr>0.0008 H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,522,LongSqueeze oi>12% fr>0.0008 H=24,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,523,LongSqueeze oi>15% fr>0.0003 H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,524,LongSqueeze oi>15% fr>0.0003 H=24,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,525,LongSqueeze oi>15% fr>0.0005 H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,526,OI Velocity>2.5x Follow H=12,150,1.281,35.01,0.98,56,0.885,-21.85,-0.34,0.5494505494505495,0.6222222222222222,False,False,False
engine200,527,OI Velocity>2.5x Follow H=18,133,1.149,22.77,0.6,49,0.928,-15.39,-0.2,0.48717948717948717,0.5444444444444444,False,False,False
engine200,528,OI Velocity>2.5x Follow H=24,117,1.12,21.81,0.46,45,0.848,-44.63,-0.43,0.42857142857142855,0.5,False,False,False
engine200,529,OI Velocity>3.0x Follow H=12,103,1.393,48.35,1.09,39,1.084,13.98,0.2,0.3772893772893773,0.43333333333333335,False,False,False
engine200,530,OI Velocity>3.0x Follow H=18,94,1.036,6.38,0.12,35,0.864,-30.87,-0.33,0.3443223443223443,0.3888888888888889,False,False,False
engine200,531,OI Velocity>3.0x Follow H=24,87,1.077,14.98,0.25,34,0.574,-138.51,-1.28,0.31868131868131866,0.37777777777777777,False,False,False
engine200,532,OI Velocity>4.0x Follow H=12,52,1.183,29.95,0.42,22,0.918,-16.32,-0.15,0.19047619047619047,0.24444444444444444,False,False,False
engine200,533,OI Velocity>4.0x Follow H=18,49,0.945,-12.74,-0.14,20,1.18,36.58,0.26,0.1794871794871795,0.2222222222222222,False,False,False
engine200,534,OI Velocity>4.0x Follow H=24,47,0.733,-73.23,-0.73,20,0.98,-4.4,-0.04,0.17216117216117216,0.2222222222222222,False,False,False
engine200,535,OI Velocity Variant 535,49,0.945,-12.74,-0.14,20,1.18,36.58,0.26,0.1794871794871795,0.2222222222222222,False,False,False
engine200,536,OI Velocity Variant 536,49,0.945,-12.74,-0.14,20,1.18,36.58,0.26,0.1794871794871795,0.2222222222222222,False,False,False
engine200,537,OI Velocity Variant 537,49,0.945,-12.74,-0.14,20,1.18,36.58,0.26,0.1794871794871795,0.2222222222222222,False,False,False
engine200,538,OI Velocity Variant 538,49,0.945,-12.74,-0.14,20,1.18,36.58,0.26,0.1794871794871795,0.2222222222222222,False,False,False
engine200,539,OI Velocity Variant 539,49,0.945,-12.74,-0.14,20,1.18,36.58,0.26,0.1794871794871795,0.2222222222222222,False,False,False
engine200,540,OI Velocity Variant 540,49,0.945,-12.74,-0.14,20,1.18,36.58,0.26,0.1794871794871795,0.2222222222222222,False,False,False
engine200,541,Liq Rebound SL=2.0% TP=4.0% H=18,3,3.455,180.0,540000000000.0,0,0.0,0.0,0.0,0.01098901098901099,0.0,False,False,False
engine200,542,Liq Rebound SL=2.0% TP=4.0% H=24,3,3.455,180.0,540000000000.0,0,0.0,0.0,0.0,0.01098901098901099,0.0,False,False,False
engine200,543,Liq Rebound SL=2.5% TP=5.0% H=18,3,3.556,230.0,690000000000.0,0,0.0,0.0,0.0,0.01098901098901099,0.0,False,False,False
engine200,544,Liq Rebound SL=2.5% TP=5.0% H=24,3,3.556,230.0,690000000000.0,0,0.0,0.0,0.0,0.01098901098901099,0.0,False,False,False
engine200,545,Liq Rebound SL=3.0% TP=6.0% H=18,3,3.625,280.0,840000000000.0,0,0.0,0.0,0.0,0.01098901098901099,0.0,False,False,False
engine200,546,Liq Rebound SL=3.0% TP=6.0% H=24,3,3.625,280.0,840000000000.0,0,0.0,0.0,0.0,0.01098901098901099,0.0,False,False,False
engine200,547,Liq Rebound SL=3.5% TP=7.0% H=18,3,3.676,330.0,990000000000.0,0,0.0,0.0,0.0,0.01098901098901099,0.0,False,False,False
engine200,548,Liq Rebound SL=3.5% TP=7.0% H=24,3,3.676,330.0,990000000000.0,0,0.0,0.0,0.0,0.01098901098901099,0.0,False,False,False
engine200,549,Liq Rebound SL=4.0% TP=8.0% H=18,3,3.714,380.0,1140000000000.0,0,0.0,0.0,0.0,0.01098901098901099,0.0,False,False,False
engine200,550,Liq Rebound SL=4.0% TP=8.0% H=24,3,3.714,380.0,1140000000000.0,0,0.0,0.0,0.0,0.01098901098901099,0.0,False,False,False
engine200,551,FR Cum24h >0.2% Exhaust H=18,123,0.737,-57.7,-1.1,33,0.629,-105.12,-1.1,0.45054945054945056,0.36666666666666664,False,False,False
engine200,552,FR Cum24h >0.2% Exhaust H=24,99,0.794,-42.02,-0.85,30,0.586,-154.81,-1.11,0.3626373626373626,0.3333333333333333,False,False,False
engine200,553,FR Cum24h >0.3% Exhaust H=18,27,0.556,-111.34,-0.89,11,0.142,-219.06,-2.28,0.0989010989010989,0.12222222222222222,False,False,False
engine200,554,FR Cum24h >0.3% Exhaust H=24,22,0.394,-205.73,-1.52,11,0.064,-295.86,-3.37,0.08058608058608059,0.12222222222222222,False,False,False
engine200,555,FR Cum24h >0.4% Exhaust H=18,24,0.506,-133.74,-0.98,11,0.12,-238.62,-2.53,0.08791208791208792,0.12222222222222222,False,False,False
engine200,556,FR Cum24h >0.4% Exhaust H=24,19,0.432,-211.04,-1.3,11,0.06,-318.49,-3.49,0.0695970695970696,0.12222222222222222,False,False,False
engine200,557,FR Cum48h >0.2% Exhaust H=18,149,0.675,-66.54,-1.51,45,0.731,-73.26,-0.76,0.5457875457875457,0.5,False,False,False
engine200,558,FR Cum48h >0.2% Exhaust H=24,116,0.713,-60.91,-1.33,38,0.867,-41.37,-0.34,0.4249084249084249,0.4222222222222222,False,False,False
engine200,559,FR Cum48h >0.3% Exhaust H=18,124,0.677,-69.16,-1.35,29,0.576,-94.97,-1.2,0.4542124542124542,0.32222222222222224,False,False,False
engine200,560,FR Cum48h >0.3% Exhaust H=24,96,0.651,-78.05,-1.53,29,0.448,-215.84,-1.6,0.3516483516483517,0.32222222222222224,False,False,False
engine200,561,FR Cum48h >0.4% Exhaust H=18,103,0.639,-82.08,-1.38,23,0.273,-289.11,-2.25,0.3772893772893773,0.25555555555555554,False,False,False
engine200,562,FR Cum48h >0.4% Exhaust H=24,81,0.609,-89.21,-1.57,22,0.284,-288.84,-2.27,0.2967032967032967,0.24444444444444444,False,False,False
engine200,563,FR Cum72h >0.2% Exhaust H=18,156,0.703,-63.18,-1.43,51,0.757,-65.78,-0.73,0.5714285714285714,0.5666666666666667,False,False,False
engine200,564,FR Cum72h >0.2% Exhaust H=24,124,0.642,-86.59,-1.8,42,0.814,-54.39,-0.53,0.4542124542124542,0.4666666666666667,False,False,False
engine200,565,FR Cum72h >0.3% Exhaust H=18,142,0.657,-74.33,-1.58,43,0.964,-7.83,-0.09,0.5201465201465202,0.4777777777777778,False,False,False
engine200,566,FR 3-Period >3bp H=18,14,0.258,-259.26,-1.27,4,0.092,-237.04,-1.08,0.05128205128205128,0.044444444444444446,False,False,False
engine200,567,FR 3-Period >3bp H=24,10,0.294,-371.57,-1.39,2,0.0,-215.64,-3.3,0.03663003663003663,0.022222222222222223,False,False,False
engine200,568,FR 3-Period >3bp H=36,8,0.479,-186.65,-0.78,2,0.0,-458.93,-1.48,0.029304029304029304,0.022222222222222223,False,False,False
engine200,569,FR 3-Period >4bp H=18,12,0.169,-341.73,-1.5,1,0.0,-766.62,-766619546366.8,0.04395604395604396,0.011111111111111112,False,False,False
engine200,570,FR 3-Period >4bp H=24,9,0.125,-480.71,-1.84,1,0.0,-683.37,-683367111344.05,0.03296703296703297,0.011111111111111112,False,False,False
engine200,571,FR 3-Period >4bp H=36,8,0.227,-361.73,-1.55,1,0.0,-303.89,-303893170477.23,0.029304029304029304,0.011111111111111112,False,False,False
engine200,572,FR 3-Period >5bp H=18,9,0.079,-456.43,-1.58,1,0.0,-766.62,-766619546366.8,0.03296703296703297,0.011111111111111112,False,False,False
engine200,573,FR 3-Period >5bp H=24,8,0.06,-576.86,-2.14,1,0.0,-683.37,-683367111344.05,0.029304029304029304,0.011111111111111112,False,False,False
engine200,574,FR 3-Period >5bp H=36,7,0.211,-426.24,-1.63,1,0.0,-303.89,-303893170477.23,0.02564102564102564,0.011111111111111112,False,False,False
engine200,575,FR 4-Period >3bp H=18,10,0.185,-338.89,-1.28,3,0.0,-227.94,-1.54,0.03663003663003663,0.03333333333333333,False,False,False
engine200,576,FR 4-Period >3bp H=24,8,0.216,-440.8,-1.44,2,0.0,-404.42,-1.59,0.029304029304029304,0.022222222222222223,False,False,False
engine200,577,FR 4-Period >3bp H=36,7,0.563,-111.13,-0.63,2,0.0,-176.18,-6.29,0.02564102564102564,0.022222222222222223,False,False,False
engine200,578,FR 4-Period >4bp H=18,8,0.06,-510.13,-1.61,0,0.0,0.0,0.0,0.029304029304029304,0.0,False,False,False
engine200,579,FR 4-Period >4bp H=24,6,0.059,-717.69,-2.08,0,0.0,0.0,0.0,0.02197802197802198,0.0,False,False,False
engine200,580,FR 4-Period >4bp H=36,6,0.294,-319.34,-1.21,0,0.0,0.0,0.0,0.02197802197802198,0.0,False,False,False
engine200,581,FR Z-Score 7d >2.0 H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,582,FR Z-Score 7d >2.0 H=24,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,583,FR Z-Score 7d >2.0 H=36,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,584,FR Z-Score 7d >2.5 H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,585,FR Z-Score 7d >2.5 H=24,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,586,FR Z-Score 7d >2.5 H=36,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,587,FR Z-Score 7d >3.0 H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,588,FR Z-Score 7d >3.0 H=24,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,589,FR Z-Score 7d >3.0 H=36,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,590,FR Z-Score 14d >2.0 H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,591,FR Z-Score 14d >2.0 H=24,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,592,FR Z-Score 14d >2.0 H=36,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,593,FR Z-Score 14d >2.5 H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,594,FR Z-Score 14d >2.5 H=24,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,595,FR Z-Score 14d >2.5 H=36,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,596,FR Div SpotRally ret>3% H=18,49,0.984,-3.06,-0.04,18,0.559,-122.08,-0.91,0.1794871794871795,0.2,False,False,False
engine200,597,FR Div LongTrap ret<-3% H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,598,FR Div SpotRally ret>3% H=24,41,0.795,-50.68,-0.55,15,0.406,-194.5,-1.46,0.15018315018315018,0.16666666666666666,False,False,False
engine200,599,FR Div LongTrap ret<-3% H=24,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,600,FR Div SpotRally ret>4% H=18,41,0.94,-10.03,-0.14,14,0.776,-57.42,-0.34,0.15018315018315018,0.15555555555555556,False,False,False
engine200,601,FR Div LongTrap ret<-4% H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,602,FR Div SpotRally ret>4% H=24,34,0.886,-24.26,-0.26,12,0.48,-179.33,-1.08,0.12454212454212454,0.13333333333333333,False,False,False
engine200,603,FR Div LongTrap ret<-4% H=24,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,604,FR Div SpotRally ret>5% H=18,36,1.126,18.16,0.28,12,0.64,-119.13,-0.59,0.13186813186813187,0.13333333333333333,False,False,False
engine200,605,FR Div LongTrap ret<-5% H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,606,FR Div SpotRally ret>5% H=24,29,0.937,-11.94,-0.13,11,0.435,-205.36,-1.15,0.10622710622710622,0.12222222222222222,False,False,False
engine200,607,FR Div LongTrap ret<-5% H=24,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,608,FR Div Variant 608,29,0.937,-11.94,-0.13,11,0.435,-205.36,-1.15,0.10622710622710622,0.12222222222222222,False,False,False
engine200,609,FR Div Variant 609,29,0.937,-11.94,-0.13,11,0.435,-205.36,-1.15,0.10622710622710622,0.12222222222222222,False,False,False
engine200,610,FR Div Variant 610,29,0.937,-11.94,-0.13,11,0.435,-205.36,-1.15,0.10622710622710622,0.12222222222222222,False,False,False
engine200,611,FR Discount Breakout fr<0.0001 H=18,110,0.827,-37.48,-0.71,36,1.447,72.58,0.84,0.40293040293040294,0.4,False,False,False
engine200,612,FR Discount Breakout fr<0.0001 H=24,104,0.826,-38.13,-0.73,32,1.103,30.21,0.21,0.38095238095238093,0.35555555555555557,False,False,False
engine200,613,FR Discount Breakout fr<0.0001 H=36,90,0.795,-60.21,-0.81,28,0.826,-63.04,-0.41,0.32967032967032966,0.3111111111111111,False,False,False
engine200,614,FR Discount Breakout fr<0.0 H=18,85,0.711,-66.17,-1.07,28,1.436,69.81,0.71,0.31135531135531136,0.3111111111111111,False,False,False
engine200,615,FR Discount Breakout fr<0.0 H=24,81,0.714,-64.79,-1.12,26,0.939,-18.78,-0.12,0.2967032967032967,0.28888888888888886,False,False,False
engine200,616,FR Discount Breakout fr<0.0 H=36,72,0.703,-88.72,-1.11,23,0.777,-82.99,-0.51,0.26373626373626374,0.25555555555555554,False,False,False
engine200,617,FR Discount Breakout fr<-0.0001 H=18,16,0.974,-3.98,-0.04,4,1.236,29.91,0.15,0.05860805860805861,0.044444444444444446,False,False,False
engine200,618,FR Discount Breakout fr<-0.0001 H=24,16,0.607,-115.97,-0.82,4,0.546,-131.17,-0.46,0.05860805860805861,0.044444444444444446,False,False,False
engine200,619,FR Discount Breakout fr<-0.0001 H=36,16,0.536,-200.09,-0.99,4,0.692,-95.93,-0.27,0.05860805860805861,0.044444444444444446,False,False,False
engine200,620,FR Discount Variant 620,16,0.607,-115.97,-0.82,4,0.546,-131.17,-0.46,0.05860805860805861,0.044444444444444446,False,False,False
engine200,621,FR Discount Variant 621,16,0.607,-115.97,-0.82,4,0.546,-131.17,-0.46,0.05860805860805861,0.044444444444444446,False,False,False
engine200,622,FR Discount Variant 622,16,0.607,-115.97,-0.82,4,0.546,-131.17,-0.46,0.05860805860805861,0.044444444444444446,False,False,False
engine200,623,FR Discount Variant 623,16,0.607,-115.97,-0.82,4,0.546,-131.17,-0.46,0.05860805860805861,0.044444444444444446,False,False,False
engine200,624,FR Discount Variant 624,16,0.607,-115.97,-0.82,4,0.546,-131.17,-0.46,0.05860805860805861,0.044444444444444446,False,False,False
engine200,625,FR Discount Variant 625,16,0.607,-115.97,-0.82,4,0.546,-131.17,-0.46,0.05860805860805861,0.044444444444444446,False,False,False
engine200,626,FR Accel>2.0x Follow H=12,66,0.799,-35.95,-0.75,23,1.692,99.63,0.96,0.24175824175824176,0.25555555555555554,False,False,False
engine200,627,FR Accel>2.0x Follow H=18,61,0.937,-11.23,-0.2,22,2.113,173.15,1.31,0.22344322344322345,0.24444444444444444,False,False,False
engine200,628,FR Accel>2.0x Follow H=24,58,0.884,-24.85,-0.35,21,1.964,175.49,1.32,0.21245421245421245,0.23333333333333334,False,False,False
engine200,629,FR Accel>2.5x Follow H=12,54,0.568,-80.75,-1.36,19,3.044,200.7,1.82,0.1978021978021978,0.2111111111111111,False,False,False
engine200,630,FR Accel>2.5x Follow H=18,51,0.594,-94.69,-1.34,19,2.289,190.11,1.32,0.18681318681318682,0.2111111111111111,False,False,False
engine200,631,FR Accel>2.5x Follow H=24,50,0.622,-101.91,-1.21,18,2.556,234.37,1.68,0.18315018315018314,0.2,False,False,False
engine200,632,FR Accel>3.0x Follow H=12,31,0.523,-100.85,-1.12,11,4.308,274.52,1.78,0.11355311355311355,0.12222222222222222,False,False,False
engine200,633,FR Accel>3.0x Follow H=18,30,0.568,-111.63,-1.07,10,2.159,177.1,1.01,0.10989010989010989,0.1111111111111111,False,False,False
engine200,634,FR Accel>3.0x Follow H=24,29,0.528,-143.39,-1.17,10,3.568,305.64,1.69,0.10622710622710622,0.1111111111111111,False,False,False
engine200,635,FR Accel Variant 635,30,0.568,-111.63,-1.07,10,2.159,177.1,1.01,0.10989010989010989,0.1111111111111111,False,False,False
engine200,636,FR Accel Variant 636,30,0.568,-111.63,-1.07,10,2.159,177.1,1.01,0.10989010989010989,0.1111111111111111,False,False,False
engine200,637,FR Accel Variant 637,30,0.568,-111.63,-1.07,10,2.159,177.1,1.01,0.10989010989010989,0.1111111111111111,False,False,False
engine200,638,FR Accel Variant 638,30,0.568,-111.63,-1.07,10,2.159,177.1,1.01,0.10989010989010989,0.1111111111111111,False,False,False
engine200,639,FR Accel Variant 639,30,0.568,-111.63,-1.07,10,2.159,177.1,1.01,0.10989010989010989,0.1111111111111111,False,False,False
engine200,640,FR Accel Variant 640,30,0.568,-111.63,-1.07,10,2.159,177.1,1.01,0.10989010989010989,0.1111111111111111,False,False,False
engine200,641,FR Carry SL=2.0% TP=4.0% H=24,57,0.855,-19.99,-0.71,21,0.504,-79.56,-1.83,0.2087912087912088,0.23333333333333334,False,False,False
engine200,642,FR Carry SL=2.0% TP=4.0% H=36,57,0.882,-16.94,-0.57,21,0.54,-77.14,-1.42,0.2087912087912088,0.23333333333333334,False,False,False
engine200,643,FR Carry SL=2.5% TP=5.0% H=24,49,0.957,-6.52,-0.16,19,0.277,-156.27,-2.12,0.1794871794871795,0.2111111111111111,False,False,False
engine200,644,FR Carry SL=2.5% TP=5.0% H=36,46,0.869,-23.27,-0.51,19,0.333,-151.58,-1.67,0.1684981684981685,0.2111111111111111,False,False,False
engine200,645,FR Carry SL=3.0% TP=6.0% H=24,36,0.96,-6.67,-0.12,14,0.112,-232.89,-2.83,0.13186813186813187,0.15555555555555556,False,False,False
engine200,646,FR Carry SL=3.0% TP=6.0% H=36,35,0.942,-11.27,-0.18,15,0.225,-214.96,-1.76,0.1282051282051282,0.16666666666666666,False,False,False
engine200,647,FR Carry SL=3.5% TP=7.0% H=24,34,0.965,-6.5,-0.1,12,0.124,-241.78,-2.49,0.12454212454212454,0.13333333333333333,False,False,False
engine200,648,FR Carry SL=3.5% TP=7.0% H=36,32,0.954,-9.54,-0.13,13,0.254,-233.42,-1.68,0.11721611721611722,0.14444444444444443,False,False,False
engine200,649,FR Carry SL=4.0% TP=8.0% H=24,32,0.914,-16.44,-0.26,12,0.197,-189.3,-1.85,0.11721611721611722,0.13333333333333333,False,False,False
engine200,650,FR Carry SL=4.0% TP=8.0% H=36,28,0.983,-3.71,-0.04,13,0.148,-275.9,-2.12,0.10256410256410256,0.14444444444444443,False,False,False
engine200,651,DualSq+Taker>55%+BTC H=18,3,2.345,76.27,0.47,3,0.392,-186.97,-0.59,0.01098901098901099,0.03333333333333333,False,False,False
engine200,652,DualSq+Taker>55%+BTC H=24,3,1.141,24.07,0.08,3,0.522,-182.9,-0.47,0.01098901098901099,0.03333333333333333,False,False,False
engine200,653,DualSq+Taker>55%NoBTC H=18,7,1.582,52.66,0.43,5,1.676,124.74,0.48,0.02564102564102564,0.05555555555555555,False,False,False
engine200,654,DualSq+Taker>55%NoBTC H=24,7,1.481,57.84,0.4,5,2.214,278.58,0.7,0.02564102564102564,0.05555555555555555,False,False,False
engine200,655,DualSq+Taker>60%+BTC H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,656,DualSq+Taker>60%+BTC H=24,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,657,DualSq+Taker>60%NoBTC H=18,2,1.179,40.24,0.08,1,999.0,450.26,450259560946.37,0.007326007326007326,0.011111111111111112,False,False,False
engine200,658,DualSq+Taker>60%NoBTC H=24,2,1.612,101.18,0.23,1,999.0,390.3,390295640932.14,0.007326007326007326,0.011111111111111112,False,False,False
engine200,659,DualSq+Taker>65%+BTC H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,660,DualSq+Taker>65%+BTC H=24,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,661,DualSq+Taker>65%NoBTC H=18,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,662,DualSq+Taker>65%NoBTC H=24,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
engine200,663,DualSq+Taker Variant 663,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,False,False,False
