pair,beta_is,corr_is,idio_is,rbstd_is,spread_vol_is,n_is,beta_oos,corr_oos,idio_oos,rbstd_oos,spread_vol_oos,n_oos,liq
MERLUSDT,0.66109963305024,0.27405506867068263,0.9248938193359062,0.19547373131839502,0.015700671546522833,3735,0.7529727060925021,0.2942512226319366,0.913416217979611,0.5279853564411552,0.015846463479199584,6936,6255198.97696
METISUSDT,1.194200607081253,0.7619951042131743,0.4193634611551533,0.09505868705039112,0.007916877023804395,7295,0.9475040384918761,0.521893885647434,0.727626772123823,0.17106983450526722,0.010034365300477166,6936,3018368.68501
MEUSDT,0.9233858333891172,0.5819427551765414,0.661342629697535,0.16164358544074298,0.01006583248747237,7295,0.8516148702780689,0.5817166743815633,0.6616057107464504,0.18707841345633433,0.007715642229068234,6936,6327502.251901
MEWUSDT,1.1424452255018904,0.6865460324953097,0.528654545264948,0.07405820463558634,0.00943811378509822,7295,1.1225225302638948,0.7780963009755906,0.3945661464081031,0.13250135428825777,0.005871673816152472,6936,4359954.797531
MILKUSDT,0.7658923857555279,0.4039186156306912,0.8368497519469856,0.13151769951446182,0.012225619396479901,4282,0.15333944095380453,0.1991691392347802,0.9603316539761447,3.0011344219713405,0.004887802227396584,6936,0.0
MINAUSDT,0.9945867505399048,0.735337506302645,0.4592787518246062,0.09306872984843884,0.00715035536953637,7295,0.8860687947465757,0.541641551807733,0.7066244293553097,0.2259514164019215,0.008909915478733542,6936,6220585.6802
MLNUSDT,0.6577172156591535,0.31226237571467597,0.9024922087130249,0.16081942813989897,0.01463949968037789,5151,0.5463410813546214,0.3025635987984548,0.9084552686820137,0.6548570536154825,0.011151626633936327,6936,1379133.4854899999
MOCAUSDT,0.8987483288955009,0.5471667718143286,0.7006085238222813,0.14279030133745235,0.010724809500724115,7295,0.8179607653884066,0.5792032651047702,0.6645235776919791,0.1739974154157073,0.007459261607210414,6936,2562089.19186
MOODENGUSDT,1.4039251693367378,0.5701400148747403,0.6749403634386343,0.15172508737371293,0.015780786205966756,7295,1.1467659453977308,0.6323607793451153,0.6001198447460367,0.17950104647414905,0.009102308510872365,6936,19166134.29561
MORPHOUSDT,1.1641408807691038,0.6672586522019276,0.554765891061665,0.08212358586974518,0.010136772519221229,7295,0.8443457183782923,0.5760301031771731,0.6681893202336938,0.16420202747272372,0.0077631935952052,6936,7628730.348
MOVEUSDT,0.9330915194176674,0.5373132661697603,0.7112944539979835,0.09251722265491186,0.011424965267894195,7295,0.867208470522913,0.5168026838472146,0.7329149859683147,0.11097768922818277,0.009308170442678574,6936,13520473.3293
MOVRUSDT,1.006201256498687,0.7284809651320214,0.46931548344032037,0.1261535043150556,0.007381295406137807,7295,0.8843713617643165,0.3535309483035804,0.8750158685915714,0.18201134492118848,0.015161853056808595,6936,2498107.56453
MTLUSDT,0.796642602142525,0.7227674477190356,0.47760721651771165,0.11402109365512723,0.005942016884502193,7295,0.6790062569163794,0.625809970697719,0.6083618805753159,0.15160204807848127,0.005483054960993361,6936,1580108.2444
